salary,Age,status
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,30,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,31,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,32,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,33,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,34,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,35,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,36,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,37,0
10000,38,0
10000,38,0
10000,38,0
10000,38,0
10000,38,0
10000,38,0
10000,38,0
10000,38,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,39,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,40,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,41,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,42,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,43,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,44,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,45,0
10000,46,0
10000,46,0
10000,46,0
10000,46,0
10000,46,0
10000,46,0
10000,46,0
10000,46,0
10000,47,0
10000,47,0
10000,47,0
10000,47,0
10000,47,0
10000,47,0
10000,47,0
10000,47,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,48,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,49,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,50,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,51,0
10000,52,0
10000,52,0
10000,52,0
10000,52,0
10000,52,0
10000,52,0
10000,52,0
10000,52,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,53,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,54,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,55,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,56,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,57,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,58,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,59,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,60,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,61,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,62,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,63,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,64,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,65,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,66,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,67,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,68,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,69,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
10000,70,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,16,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,17,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,18,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,19,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,20,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,21,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,22,0
25000,23,0
25000,23,0
25000,23,0
25000,23,0
25000,23,0
25000,23,0
25000,23,0
25000,23,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,24,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,25,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,26,0
25000,27,0
25000,27,0
25000,27,0
25000,27,0
25000,27,0
25000,27,0
25000,27,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,28,0
25000,29,0
25000,29,0
25000,29,0
25000,29,0
25000,29,0
25000,29,0
25000,29,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,30,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,31,0
25000,32,0
25000,32,0
25000,32,0
25000,32,0
25000,32,0
25000,32,0
25000,32,0
25000,32,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,33,0
25000,34,0
25000,34,0
25000,34,0
25000,34,0
25000,34,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,35,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,36,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,37,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,38,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,39,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,40,0
25000,41,0
25000,41,0
25000,41,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,42,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,43,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,44,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,45,0
25000,46,0
25000,46,0
25000,46,0
25000,46,0
25000,46,0
25000,46,0
25000,46,0
25000,46,0
25000,46,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,47,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,48,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,49,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,50,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,51,0
25000,52,0
25000,52,0
25000,52,0
25000,52,0
25000,52,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,53,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,54,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,55,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,56,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,57,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,58,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,59,0
25000,60,0
25000,60,0
25000,60,0
25000,60,0
25000,60,0
25000,60,0
25000,60,0
25000,60,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,61,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,62,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,63,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,64,0
25000,65,0
25000,65,0
25000,65,0
25000,65,0
25000,65,0
25000,65,0
25000,65,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,66,0
25000,67,0
25000,67,0
25000,67,0
25000,67,0
25000,67,0
25000,67,0
25000,67,0
25000,67,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,68,0
25000,69,0
25000,69,0
25000,69,0
25000,69,0
25000,69,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
25000,70,0
35000,16,0
35000,16,0
35000,16,0
35000,16,0
35000,16,0
35000,16,0
35000,16,0
35000,16,0
35000,16,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,17,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,18,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,19,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,20,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,21,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,22,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,23,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,24,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,25,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,26,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,27,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,28,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,29,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,30,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,31,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,32,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,33,0
35000,34,0
35000,34,0
35000,34,0
35000,34,0
35000,34,0
35000,34,0
35000,34,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,35,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,36,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,37,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,38,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,39,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,40,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,41,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,42,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,43,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,44,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,45,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,46,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,47,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,48,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,49,0
35000,50,0
35000,50,0
35000,50,0
35000,50,0
35000,50,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,51,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,52,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,53,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,54,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,55,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,56,0
35000,57,0
35000,57,0
35000,57,0
35000,57,0
35000,57,0
35000,57,0
35000,57,0
35000,57,0
35000,57,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,58,0
35000,59,0
35000,59,0
35000,59,0
35000,59,0
35000,59,0
35000,59,0
35000,59,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,60,0
35000,61,0
35000,61,0
35000,61,0
35000,61,0
35000,61,0
35000,61,0
35000,61,0
35000,61,0
35000,61,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,62,0
35000,63,0
35000,63,0
35000,63,0
35000,63,0
35000,63,0
35000,63,0
35000,63,0
35000,63,0
35000,63,0
35000,64,0
35000,64,0
35000,64,0
35000,64,0
35000,64,0
35000,64,0
35000,64,0
